 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
694,237,335,4.905,65.508,0,0.162,1.464,3.295,9.385,30.975,5.139
695,237,337,1.588,71.588,0,0.257,1.693,3.559,8.430,21.912,23.716
696,238,334,84.385,49.400,0,0.285,1.755,3.964,10.195,28.768,3.726
697,238,335,83.493,58.813,0,0.331,2.017,5.083,14.425,44.393,14.746
698,239,338,67.217,57.078,0,0.263,1.605,3.451,8.878,26.277,16.528
699,239,339,75.502,54.151,0,0.387,1.695,3.521,8.115,20.210,7.692
700,239,341,63.718,63.023,0,0.254,2.031,5.133,14.576,44.817,7.228
701,239,343,54.406,62.386,0,0.638,1.417,2.598,5.516,13.429,3.4e38
702,240,338,56.028,75.172,0,0.291,1.623,3.664,9.745,28.925,20.915
703,240,339,55.009,76.473,0,0.338,1.861,4.616,13.040,39.883,19.729
704,240,340,57.494,76.113,0,0.297,1.600,3.414,8.604,24.628,27.466
705,240,342,40.647,71.085,0,0.233,1.627,3.768,10.482,32.749,59.814
706,241,339,26.782,18.231,0,0.305,1.900,4.369,11.187,31.005,31.618
707,241,341,18.575,12.377,0,0.259,1.534,3.054,6.993,17.881,39.344
708,242,339,8.689,19.621,0,0.194,1.632,3.931,11.374,36.637,23.274
709,242,341,2.007,2.609,0,0.191,2.020,4.741,12.275,34.470,7.230
710,243,340,44.667,11.278,0,0.243,1.589,3.610,9.913,30.810,29.383
711,243,342,57.379,7.992,0,0.280,1.645,3.489,8.513,23.068,58.764
712,244,340,85.668,69.826,0,0.194,1.260,2.157,4.393,10.505,11.811
713,244,342,76.957,79.468,0,0.246,1.623,3.475,8.601,23.704,58.555
714,244,344,78.716,71.344,0,0.250,1.659,3.932,11.183,35.785,13.064
715,245,341,57.417,47.409,0,0.231,1.440,2.952,7.404,21.676,36.175
716,245,342,53.570,52.644,0,0.167,1.430,2.931,7.217,20.289,9.530
717,246,344,65.754,84.091,0,0.365,1.720,3.770,9.416,25.841,13.093
718,246,345,65.850,84.369,0,0.364,1.485,2.862,6.294,15.353,12.548
719,247,345,67.338,42.229,0,0.212,1.648,3.657,9.522,27.722,3.718
720,247,346,64.296,36.504,0,0.348,1.718,3.772,9.487,26.458,18.553
721,248,346,51.410,51.953,0,0.334,1.728,3.871,9.987,28.572,20.683
722,248,348,57.152,57.163,0,0.206,1.611,3.741,10.352,31.982,39.310
723,249,348,33.980,38.194,0,0.221,1.358,2.626,6.158,16.834,5.199
724,249,350,42.160,20.538,0,0.303,1.923,4.999,14.898,48.151,8.644
725,250,348,21.642,62.638,0,0.209,1.568,3.419,8.747,24.936,49.285
726,250,350,27.930,79.900,0,0.210,1.310,2.262,4.457,9.906,13.115
727,251,349,88.377,12.974,0,0.269,1.664,3.822,10.437,32.083,9.863
728,251,351,71.488,2.733,0,0.296,1.770,3.948,9.953,27.461,32.577
729,252,349,51.971,72.165,0,0.264,1.548,3.227,7.900,21.861,4.441
730,252,351,62.567,70.092,0,0.184,1.490,3.152,8.029,23.329,29.568
731,253,350,36.299,7.317,0,0.221,1.324,2.460,5.612,15.271,13.271
732,253,351,42.217,1.889,0,0.161,1.692,4.335,13.539,46.771,11.878
733,253,353,49.716,0.953,0,0.121,1.230,2.519,6.505,19.735,19.553
734,254,351,1.940,28.492,0,0.236,1.455,2.757,6.097,15.250,18.140
735,254,353,19.636,32.113,0,0.280,1.657,3.649,9.274,26.083,14.687
736,254,355,25.530,15.161,0,0.265,1.648,3.792,10.211,30.407,18.789
737,255,351,46.378,57.028,0,0.262,1.680,3.741,9.706,27.997,35.963
738,255,353,59.283,47.628,0,0.178,1.377,2.861,7.506,23.163,22.324
739,255,355,50.410,62.420,0,0.338,1.729,3.942,10.453,30.901,23.559
740,255,357,55.362,54.164,0,0.296,1.413,2.878,7.173,20.716,13.159
741,255,358,50.106,59.743,0,0.206,1.380,2.796,7.071,20.938,45.140
742,256,351,13.052,84.880,0,0.207,1.629,3.722,10.176,31.571,35.642
743,256,353,6.157,76.312,0,0.191,1.432,3.112,8.604,27.739,18.634
744,257,354,71.341,20.280,0,0.390,2.004,4.822,12.830,36.629,16.095
745,257,356,68.207,23.943,0,0.239,1.801,4.297,11.874,36.229,5.610
746,258,354,41.238,48.950,0,0.233,1.637,3.735,10.236,31.827,4.461
747,258,356,27.202,56.318,0,0.233,1.582,3.638,10.094,31.598,34.233
748,258,358,29.921,55.185,0,0.289,1.686,3.758,9.714,27.906,20.368
749,258,360,19.831,66.419,0,0.291,1.596,3.293,7.859,21.138,25.633
750,258,362,15.052,82.108,0,0.227,1.378,2.851,7.299,21.619,17.369
751,259,354,21.276,86.719,0,0.281,1.791,4.247,11.566,34.465,11.927
752,259,356,30.348,88.081,0,0.226,1.469,3.155,8.355,25.375,23.850
753,259,358,13.294,82.284,0,0.209,1.476,3.024,7.367,20.356,43.766
754,260,355,61.601,76.461,0,0.485,1.848,4.225,10.915,30.914,15.487
755,260,357,68.566,79.727,0,0.301,1.515,3.073,7.273,19.366,13.197
756,260,358,61.718,85.889,0,0.217,1.444,2.866,6.907,19.544,46.736
757,261,356,14.120,29.425,0,0.212,1.633,3.745,10.384,32.791,30.450
758,261,358,8.637,25.518,0,0.246,1.834,4.024,9.829,26.084,13.237
759,261,360,7.190,34.211,0,0.319,1.530,3.020,6.857,17.479,27.726
760,262,361,65.405,4.530,0,0.284,1.671,3.870,10.585,32.445,25.320
761,262,363,67.323,3.344,0,0.246,1.635,3.455,8.337,22.209,18.775
762,263,361,19.922,41.740,0,0.238,1.640,3.761,10.235,31.165,28.463
763,263,363,38.787,38.969,0,0.189,1.402,2.666,6.068,16.108,25.731
764,264,361,22.506,87.303,0,0.251,2.018,4.941,13.453,39.508,29.260
765,264,362,30.608,87.112,0,0.234,1.459,2.884,6.755,18.061,17.774
766,265,362,68.243,64.059,0,0.213,1.628,3.787,10.349,31.160,12.452
767,265,364,61.494,68.919,0,0.214,1.601,3.737,10.649,34.395,15.724
768,266,363,27.646,18.530,0,0.230,1.645,3.732,9.974,29.688,12.028
769,266,365,22.119,1.031,0,0.761,1.110,1.701,2.878,5.266,3.4e38
770,266,367,22.089,1.341,0,1.078,1.201,1.834,3.128,5.932,3.4e38
771,266,368,22.158,1.209,0,0.905,1.136,1.623,2.535,4.308,3.4e38
772,267,370,17.926,21.781,0,0.258,1.779,4.305,12.103,37.319,13.940
773,267,372,25.102,22.070,0,0.460,1.865,4.424,11.902,34.855,8.878
774,268,370,0.924,44.920,0,0.116,0.948,1.312,2.015,3.414,10.915
775,268,371,0.978,39.077,0,0.158,1.003,1.500,2.670,5.661,22.407
776,268,373,0.686,40.309,0,0.083,0.732,0.864,1.109,1.567,7.522
777,268,375,15.247,35.374,0,0.292,1.544,3.237,7.983,22.300,17.803
778,268,377,27.311,47.862,0,0.345,1.579,3.266,7.770,20.509,22.046
779,268,379,43.822,42.505,0,0.201,1.357,2.693,6.691,19.715,37.870
780,269,370,25.949,88.434,0,0.173,1.734,4.144,11.701,36.528,15.020
781,269,371,20.668,81.322,0,0.210,1.175,1.927,3.856,9.385,23.362
782,270,373,0.710,47.430,0,0.170,0.910,1.242,1.880,3.133,7.522
783,270,375,3.612,44.103,0,0.310,1.676,3.536,8.372,21.495,24.130
784,271,374,9.989,69.602,0,0.200,1.499,3.212,8.243,23.932,15.612
785,271,375,1.863,71.628,0,0.153,1.556,3.594,10.377,34.191,21.635
786,272,377,41.737,72.085,0,0.204,1.450,3.018,7.680,22.704,21.923
787,272,378,40.263,69.479,0,0.272,1.424,2.617,5.503,13.111,14.888
788,272,379,31.403,66.223,0,0.270,1.804,4.415,12.520,39.009,14.006
789,273,378,88.654,75.321,0,0.253,1.520,3.162,7.719,21.153,4.420
790,273,380,79.623,72.486,0,0.280,1.558,3.490,9.449,29.003,23.498
791,273,381,77.994,67.517,0,0.237,1.386,2.590,5.690,14.252,17.068
792,274,379,91.995,6.056,0,0.142,1.338,2.740,6.815,19.348,39.442
793,274,381,92.080,6.218,0,0.204,1.305,2.450,5.955,17.909,20.191
794,275,380,47.516,1.734,0,0.117,1.601,3.670,10.514,34.568,34.875
795,275,381,52.551,0.814,0,0.091,0.890,1.528,3.598,10.628,17.459
796,276,380,76.227,42.597,0,0.193,1.672,4.162,12.383,40.656,45.493
797,276,382,67.804,43.698,0,0.334,1.719,3.927,10.379,30.350,5.975
798,277,381,21.132,88.665,0,0.199,1.232,1.993,3.757,8.231,14.907
799,277,382,18.652,88.657,0,0.119,1.388,2.983,8.445,28.331,18.535
800,278,381,35.585,89.098,0,0.178,0.952,1.310,1.981,3.270,13.666
801,278,382,37.113,81.289,0,0.166,1.432,3.310,9.634,31.934,25.467
802,278,384,44.087,78.479,0,0.203,1.280,2.237,4.676,11.506,12.844
803,279,382,14.298,65.097,0,0.311,1.565,3.264,7.944,21.785,24.860
804,279,384,3.175,56.771,0,0.203,1.468,3.193,8.529,26.144,17.925
805,280,384,50.886,77.743,0,0.178,1.329,2.455,5.306,13.023,14.515
806,280,386,52.547,64.679,0,0.193,1.453,3.104,8.231,25.241,5.423
807,281,385,93.006,26.529,0,0.118,1.041,1.541,2.527,4.503,3.958
808,281,386,91.691,28.755,0,0.173,1.989,4.789,12.780,36.816,28.040
809,282,386,7.609,34.420,0,0.224,1.632,3.635,9.486,27.567,5.531
810,282,387,8.989,26.694,0,0.231,1.445,2.975,7.527,22.232,27.660
811,282,388,1.249,25.847,0,0.117,1.008,1.261,1.681,2.450,12.751
812,283,386,65.688,88.217,0,0.138,1.834,4.434,12.480,38.491,38.080
813,283,387,61.526,82.922,0,0.193,1.334,2.631,6.583,19.765,25.054
814,284,387,88.281,80.255,0,0.253,1.598,3.492,9.095,26.874,6.515
815,284,389,82.275,75.698,0,0.276,1.854,4.377,11.750,34.609,25.725
816,284,391,81.565,58.318,0,0.302,1.518,3.091,7.438,20.467,32.133
817,284,392,80.424,52.512,0,0.292,1.800,4.295,11.704,34.759,15.162
818,285,389,91.810,5.888,0,0.162,1.748,3.626,8.260,20.294,30.729
819,285,390,91.671,3.417,0,0.239,1.383,2.474,5.002,11.180,23.643
820,285,392,87.809,15.630,0,0.301,1.777,4.193,11.433,34.344,15.117
821,286,393,64.106,87.433,0,0.358,1.826,4.176,10.876,31.225,30.237
822,286,395,66.427,82.249,0,0.278,1.582,3.110,6.896,16.898,29.939
823,286,396,59.685,85.790,0,0.263,1.619,3.472,8.774,25.143,36.667
824,287,394,21.364,1.799,0,0.130,1.548,3.583,10.507,35.278,31.104
825,287,396,22.190,4.290,0,0.293,1.714,3.939,10.629,32.137,24.844
826,288,394,35.667,24.925,0,0.299,1.682,3.739,9.642,27.768,28.348
827,288,396,29.341,14.568,0,0.188,1.509,3.268,8.561,25.413,30.601
828,288,398,24.272,20.155,0,0.382,1.749,3.895,9.915,27.914,17.055
829,289,395,92.144,87.593,0,0.190,1.423,2.994,7.707,22.651,29.662
830,289,397,85.901,87.310,0,0.234,1.447,2.867,6.747,18.134,34.631
831,289,399,89.462,88.338,0,0.177,1.637,3.781,10.496,32.711,17.271
832,290,396,46.950,49.783,0,0.300,1.569,3.295,8.111,22.425,32.343
833,290,397,38.068,52.841,0,0.192,1.328,2.575,6.262,18.242,28.088
834,291,396,37.439,76.536,0,0.286,1.762,3.942,10.073,28.444,24.703
835,291,398,35.007,62.694,0,0.285,1.472,2.867,6.494,16.604,8.582
836,291,400,23.979,76.080,0,0.289,1.768,4.323,12.242,37.936,14.279
837,292,401,82.665,1.345,0,0.162,1.505,3.179,8.483,26.764,13.184
838,292,403,87.015,2.599,0,0.241,1.424,2.846,6.801,18.519,14.744
839,292,405,87.570,1.930,0,0.207,1.572,3.129,7.171,18.385,12.832
840,292,406,90.462,1.577,0,0.170,1.289,2.516,6.332,19.100,20.903
841,292,408,78.593,3.593,0,0.259,1.689,3.976,11.109,34.626,28.609
842,293,401,65.427,80.354,0,0.379,1.447,2.766,6.163,15.559,28.956
843,293,402,71.959,73.520,0,0.302,1.554,3.121,7.113,17.862,7.960
844,293,404,60.745,79.846,0,0.356,1.476,2.735,5.687,13.014,3.713
845,294,402,7.519,1.760,0,0.273,1.677,3.842,10.590,33.084,7.141
846,294,403,2.458,1.730,0,0.176,1.563,3.641,10.588,35.167,3.000
847,294,404,5.594,6.649,0,0.276,1.626,3.552,9.286,27.853,13.545
848,295,403,7.669,73.279,0,0.324,1.566,2.979,6.258,14.233,15.679
849,295,405,12.753,61.098,0,0.286,1.567,3.337,8.338,23.431,13.799
850,295,407,27.274,54.745,0,0.270,1.636,3.620,9.316,26.610,9.840
851,295,409,28.931,68.628,0,0.270,1.710,3.951,10.614,31.592,20.691
852,295,411,21.310,71.316,0,0.252,1.612,3.641,9.812,29.895,18.447
853,295,413,11.568,70.195,0,0.257,1.532,3.111,7.348,19.440,16.639
854,295,415,6.289,85.368,0,0.306,1.783,4.185,11.290,33.410,26.697
855,296,404,73.473,59.574,0,0.250,1.535,3.293,8.424,24.345,14.736
856,296,406,71.185,45.330,0,0.230,1.472,2.966,7.002,18.597,21.423
857,297,404,29.001,73.293,0,0.194,1.666,4.222,12.963,44.131,3.764
858,297,406,12.668,81.486,0,0.364,1.493,2.970,6.885,18.000,20.238
859,297,408,17.823,76.678,0,0.259,1.469,2.839,6.357,16.007,4.981
860,298,407,69.680,16.703,0,0.304,1.754,3.931,10.039,28.186,10.758
861,298,408,77.108,12.718,0,0.324,1.703,3.880,10.312,30.655,28.617
862,299,407,57.547,72.582,0,0.241,1.375,2.413,4.769,10.404,4.624
863,299,409,62.682,71.378,0,0.302,1.876,4.413,11.722,33.992,11.083
864,300,409,69.374,78.406,0,0.383,1.719,3.964,10.608,31.323,20.808
865,300,410,66.902,80.063,0,0.263,1.590,3.560,9.565,29.118,20.769
866,300,411,70.978,78.831,0,0.342,1.480,2.866,6.441,16.355,29.556
867,301,413,42.013,87.410,0,0.251,1.739,3.595,8.145,19.923,17.155
868,301,415,57.326,88.445,0,0.128,1.163,2.033,4.577,12.625,26.556
869,302,414,92.922,4.997,0,0.138,1.055,1.824,3.754,8.845,5.298
870,302,416,84.696,8.588,0,0.240,1.722,4.253,12.416,40.076,11.698
871,303,414,36.547,17.632,0,0.236,1.452,2.933,7.059,19.371,29.836
872,303,416,41.983,1.691,0,0.176,1.362,2.635,6.394,18.633,14.259
873,304,414,54.611,22.585,0,0.222,1.317,2.302,4.751,11.550,17.562
874,304,415,57.495,24.680,0,0.308,1.834,4.455,12.493,38.491,23.131
875,305,414,26.673,26.755,0,0.180,1.351,2.749,7.215,22.921,34.505
876,305,416,23.998,25.494,0,0.291,1.645,3.499,8.578,23.532,14.238
877,306,415,61.694,83.324,0,0.185,1.180,1.799,3.017,5.478,20.592
878,306,417,75.514,88.492,0,0.146,1.263,2.173,4.431,10.410,14.393
879,306,419,64.269,78.441,0,0.268,1.618,3.503,8.765,24.296,20.743
880,307,416,1.620,7.881,0,0.187,1.305,2.468,5.679,15.178,13.934
881,307,417,2.587,3.122,0,0.248,1.669,3.904,10.522,30.839,19.666
882,308,417,14.782,1.085,0,0.121,1.034,2.032,5.353,17.069,14.497
883,308,419,27.591,0.880,0,0.102,0.789,0.997,1.395,2.183,4.511
884,309,417,33.449,75.005,0,0.280,1.626,3.550,9.044,25.625,20.790
885,309,419,33.473,89.342,0,0.060,0.496,0.496,0.496,0.496,4.511
886,310,419,72.475,72.856,0,0.337,1.755,4.104,11.081,32.910,14.052
887,310,421,89.316,74.665,0,0.243,1.236,2.188,4.935,13.890,25.893
888,310,422,93.240,78.559,0,0.103,0.935,1.614,3.494,9.051,10.684
889,310,423,92.454,84.935,0,0.156,1.805,3.948,9.883,27.208,16.196
890,311,420,86.839,29.997,0,0.213,1.405,2.705,6.189,16.224,35.389
891,311,422,76.516,31.055,0,0.241,1.504,3.089,7.479,20.422,14.052
892,312,420,11.496,75.684,0,0.248,1.416,2.526,5.077,11.349,25.849
893,312,421,11.607,84.484,0,0.260,1.664,3.867,10.696,33.128,23.469
894,313,421,60.629,9.712,0,0.355,1.722,3.696,9.010,24.215,18.246
895,313,423,53.460,1.288,0,0.190,1.785,4.535,13.636,45.197,11.395
896,314,421,92.783,19.331,0,0.137,1.417,2.461,4.813,10.407,19.069
897,314,423,93.264,34.574,0,0.081,1.185,2.950,9.680,36.038,37.215
898,315,422,60.845,89.146,0,0.082,0.831,1.314,2.897,8.374,10.154
899,315,424,56.578,78.725,0,0.256,1.436,2.814,6.561,17.622,4.420
900,316,423,15.617,4.179,0,0.228,1.494,3.055,7.505,21.315,43.842
901,316,425,23.403,2.033,0,0.214,1.530,3.399,9.125,27.690,19.431
902,316,426,25.246,0.897,0,0.134,1.819,4.409,12.054,35.645,5.754
903,316,427,19.825,3.246,0,0.250,1.469,3.146,8.215,24.348,28.931
904,316,429,24.603,17.482,0,0.191,1.125,1.755,3.344,8.006,10.880
905,317,423,33.019,78.663,0,0.210,1.479,3.051,7.517,21.079,44.036
906,317,424,41.373,77.878,0,0.286,1.555,3.381,8.847,26.427,16.427
907,317,426,42.669,60.812,0,0.333,1.749,3.999,10.504,30.428,8.687
908,317,428,53.905,66.211,0,0.224,1.693,4.082,11.560,35.963,15.513
909,318,427,50.641,12.170,0,0.227,1.576,3.319,8.146,22.316,28.459
910,318,428,57.549,8.476,0,0.457,1.903,4.707,13.384,41.835,6.387
911,319,427,27.538,83.945,0,0.349,1.850,4.423,12.040,35.781,3.322
912,319,429,29.811,67.285,0,0.219,1.465,3.148,8.420,26.218,17.156
913,320,427,37.868,87.606,0,0.302,1.552,3.222,7.766,20.940,30.025
914,320,429,39.659,89.172,0,0.105,0.820,1.076,1.628,2.961,9.850
915,320,431,39.224,89.143,0,0.102,1.410,4.067,14.387,54.846,24.334
916,321,428,87.133,70.974,0,0.235,1.378,2.645,6.224,17.385,10.314
917,321,429,93.050,66.699,0,0.128,0.920,1.435,3.109,9.190,17.676
918,321,431,91.148,58.343,0,0.250,1.570,3.242,7.882,21.997,17.135
919,322,429,67.609,56.976,0,0.273,1.563,3.335,8.511,24.861,22.723
920,322,431,52.873,63.766,0,0.267,1.564,3.414,8.928,26.470,22.306
921,322,433,64.610,60.041,0,0.191,1.557,3.573,10.016,32.029,10.336
922,323,431,92.275,24.551,0,0.144,1.657,3.818,10.726,33.843,25.981
923,323,432,89.342,21.017,0,0.269,1.626,3.467,8.500,23.045,28.586
924,324,431,27.502,38.209,0,0.315,1.807,4.268,11.547,34.342,17.311
925,324,432,35.326,43.242,0,0.234,1.570,3.322,8.178,22.462,25.004
926,324,433,44.570,45.278,0,0.217,1.417,2.972,7.858,24.510,18.559
927,324,435,43.628,49.630,0,0.313,1.554,3.147,7.377,19.455,6.314
928,324,437,51.582,63.305,0,0.274,1.673,3.724,9.542,26.945,26.102
929,324,438,50.519,58.600,0,0.259,1.739,3.807,9.478,26.000,24.646
930,324,440,49.920,60.485,0,0.169,1.122,1.790,3.585,9.160,3.378
931,324,442,51.588,67.994,0,0.251,1.550,3.117,7.246,18.938,27.922
932,324,444,61.829,81.535,0,0.320,1.716,3.769,9.636,27.812,24.016
933,324,445,59.195,86.930,0,0.284,1.563,3.065,6.749,16.294,6.626
934,324,446,64.429,85.842,0,0.185,1.420,3.188,9.096,29.973,17.849
935,324,447,61.003,78.943,0,0.205,1.617,3.788,10.571,32.769,38.753
936,324,448,61.060,81.224,0,0.353,2.094,5.425,15.770,49.619,9.511
937,325,433,29.470,19.683,0,0.358,1.781,4.071,10.648,30.672,20.564
938,325,435,30.872,22.994,0,0.294,1.665,3.741,9.945,29.879,10.577
939,326,434,22.460,74.757,0,0.302,1.753,4.018,10.600,30.881,11.846
940,326,436,7.510,70.896,0,0.357,1.588,3.255,7.660,20.062,23.689
941,327,435,63.093,33.583,0,0.272,1.744,4.117,11.316,34.389,8.027
942,327,437,64.464,27.295,0,0.287,1.545,3.254,8.224,23.881,23.171
943,328,436,20.366,1.966,0,0.190,1.453,2.803,6.476,17.266,20.535
944,328,438,20.310,1.824,0,0.175,1.579,3.341,8.441,24.186,18.337
945,329,436,75.565,4.522,0,0.261,1.431,2.923,7.440,22.399,25.669
946,329,438,58.682,10.417,0,0.260,1.596,3.543,9.319,27.415,25.987
947,329,440,46.667,24.958,0,0.191,1.629,3.770,10.339,31.594,39.178
948,329,442,36.055,26.669,0,0.179,1.340,2.671,6.752,20.491,29.962
949,329,443,33.821,26.339,0,0.250,1.777,4.122,11.002,32.395,19.555
950,330,437,74.369,18.193,0,0.330,1.715,3.893,10.148,29.044,19.026
951,330,439,93.015,14.448,0,0.089,1.018,2.010,5.192,15.739,5.626
952,331,437,72.394,40.539,0,0.193,1.463,3.333,9.675,32.620,25.536
953,331,439,56.885,41.447,0,0.246,1.354,2.475,5.328,13.233,15.808
954,332,438,29.436,18.499,0,0.261,1.786,4.170,11.286,33.865,10.964
955,332,440,13.861,28.005,0,0.226,1.616,3.565,9.262,27.117,34.713
956,333,439,36.305,62.903,0,0.248,1.592,3.312,7.864,20.555,4.107
957,333,441,36.468,66.290,0,0.217,1.321,2.518,6.078,17.790,16.769
958,334,440,89.868,30.553,0,0.262,1.668,3.991,11.546,37.648,26.917
959,334,442,71.563,33.007,0,0.248,1.664,3.869,10.672,32.875,16.158
960,334,444,79.535,22.778,0,0.202,1.772,4.212,11.687,35.797,43.569
961,335,441,51.337,1.670,0,0.232,1.490,3.133,8.061,23.865,9.909
962,335,443,59.779,10.848,0,0.254,1.599,3.484,8.897,25.398,5.227
963,335,445,75.674,4.327,0,0.253,1.603,3.564,9.386,27.818,4.575
964,335,447,77.702,7.088,0,0.210,1.587,3.651,10.180,32.186,33.852
965,336,442,14.704,59.776,0,0.300,1.729,3.980,10.735,32.392,15.303
966,336,444,25.535,62.916,0,0.320,1.787,4.098,10.673,30.374,46.125
967,336,446,25.553,53.763,0,0.342,1.675,3.557,8.552,22.535,7.814
968,336,447,22.866,58.876,0,0.281,1.651,3.785,10.363,32.030,38.896
969,336,449,23.585,65.758,0,0.321,1.751,3.898,9.921,27.882,3.597
970,336,450,22.250,68.746,0,0.310,1.705,3.863,10.180,29.810,31.437
971,336,452,26.075,77.356,0,0.338,1.930,4.682,12.786,37.859,30.245
972,336,454,22.383,69.039,0,0.199,1.666,4.003,11.508,36.976,34.952
973,336,456,32.925,57.607,0,0.299,1.760,4.241,11.872,36.576,15.359
974,336,457,29.204,58.091,0,0.237,1.527,3.308,8.643,25.783,29.167
975,336,459,17.953,58.809,0,0.348,1.565,3.122,7.041,17.422,15.954
976,336,461,24.583,45.434,0,0.328,1.824,4.371,12.039,36.438,15.381
977,336,462,23.545,45.755,0,0.346,1.503,2.923,6.567,16.584,5.282
978,336,463,27.069,48.734,0,0.547,1.625,3.459,8.477,23.063,9.780
979,336,464,28.518,47.762,0,0.376,1.715,3.785,9.584,26.810,7.477
980,337,446,23.662,27.498,0,0.216,1.416,2.714,6.136,15.896,44.254
981,337,448,36.765,29.792,0,0.263,1.436,2.613,5.363,12.153,42.697
982,337,450,27.787,26.352,0,0.258,1.553,3.427,9.079,27.165,22.840
983,337,452,26.130,36.498,0,0.375,1.923,4.798,13.698,42.744,26.677
984,338,446,51.771,82.909,0,0.235,1.387,2.473,4.984,11.126,43.127
985,338,448,57.705,81.633,0,0.340,1.972,5.104,15.050,48.238,9.511
986,339,447,1.192,41.711,0,0.117,1.240,1.973,3.685,8.157,19.486
987,339,448,1.754,45.152,0,0.191,1.419,2.601,5.607,13.902,43.215
988,339,449,1.892,36.914,0,0.225,1.342,2.404,5.046,12.193,7.709
989,340,448,2.353,25.353,0,0.220,1.293,2.255,4.676,11.488,26.974
990,340,449,1.859,27.463,0,0.277,1.572,3.206,7.645,20.747,28.769
991,341,450,10.842,44.188,0,0.317,1.653,3.668,9.518,27.609,31.919
992,341,452,3.463,52.021,0,0.304,1.870,4.555,12.732,39.049,28.244
993,341,453,0.575,56.296,0,0.080,0.889,2.043,6.620,24.872,14.489
994,342,451,70.174,43.260,0,0.224,1.455,2.901,6.847,18.458,15.517
995,342,453,82.319,44.172,0,0.219,1.566,3.575,9.807,30.121,18.290
996,342,455,92.024,50.077,0,0.166,1.812,4.232,11.394,33.589,15.414
997,343,451,5.187,88.684,0,0.154,1.418,2.776,6.763,19.512,14.740
998,343,453,1.789,82.726,0,0.156,1.481,2.792,5.988,14.220,9.709
999,344,452,79.222,56.004,0,0.344,1.754,3.917,10.040,28.591,3.264
1000,344,454,68.967,62.305,0,0.175,1.459,3.101,7.990,23.615,20.958
1001,345,453,36.806,46.132,0,0.260,1.737,3.880,9.928,28.084,11.522
1002,345,455,33.300,53.482,0,0.146,1.479,3.610,11.228,39.549,9.031
1003,346,453,64.706,81.640,0,0.296,1.558,3.200,7.657,20.620,15.543
1004,346,455,82.757,79.808,0,0.355,1.804,4.292,11.728,35.216,14.346
1005,347,454,12.756,15.820,0,0.169,1.553,3.612,10.082,31.336,42.023
1006,347,456,1.047,30.354,0,0.091,1.091,2.382,7.079,24.909,16.884
1007,348,454,59.557,59.044,0,0.268,1.683,3.724,9.495,26.785,43.406
1008,348,456,40.657,56.665,0,0.155,1.220,2.295,5.610,16.786,16.110
1009,348,458,45.583,52.165,0,0.350,2.067,5.186,14.392,42.816,15.809
1010,349,455,66.089,31.167,0,0.233,1.537,3.157,7.471,19.589,5.553
1011,349,457,57.198,45.022,0,0.307,1.523,2.963,6.515,15.757,38.848
1012,350,456,47.778,74.977,0,0.223,1.459,3.024,7.589,21.768,3.020
1013,350,457,53.513,81.353,0,0.180,1.412,3.028,8.091,25.136,39.966
1014,350,458,51.915,79.943,0,0.251,1.574,3.426,8.939,26.538,23.692
1015,351,457,7.390,16.891,0,0.278,1.497,2.968,6.871,18.002,39.663
1016,351,459,18.940,2.778,0,0.288,1.611,3.636,9.830,29.988,9.999
1017,352,458,18.918,14.450,0,0.194,1.453,3.125,8.355,25.809,24.755
1018,352,460,17.509,18.608,0,0.306,1.605,3.297,7.720,20.025,40.380
1019,353,458,26.541,14.804,0,0.237,1.532,3.241,8.179,23.569,28.207
1020,353,459,35.922,12.617,0,0.328,1.860,4.645,13.288,41.362,4.146
1021,354,458,89.798,42.379,0,0.280,2.076,5.197,14.452,43.313,15.776
1022,354,459,80.311,39.716,0,0.313,1.778,4.122,11.064,33.012,9.027
1023,355,459,2.420,64.775,0,0.323,1.483,2.874,6.346,15.505,12.555
1024,355,460,1.130,73.681,0,0.114,1.275,2.276,5.208,14.881,12.295
1025,356,460,40.374,1.808,0,0.291,1.580,3.419,8.716,24.962,43.664
1026,356,462,25.013,3.440,0,0.288,1.623,3.390,8.047,20.957,5.262
1027,357,463,4.801,29.956,0,0.297,1.569,3.271,7.881,21.087,9.780
1028,357,465,20.653,41.376,0,0.253,1.782,4.418,12.680,39.740,3.573
1029,358,464,72.752,13.840,0,0.394,1.819,4.174,10.874,31.053,7.497
1030,358,466,68.955,24.119,0,0.259,1.548,3.298,8.349,23.946,58.602
1031,358,467,64.567,19.642,0,0.228,1.479,3.055,7.766,23.263,30.855
1032,358,468,65.091,9.749,0,0.144,1.260,2.610,6.967,21.676,12.997
1033,358,470,57.369,21.275,0,0.379,1.892,4.416,11.545,32.753,27.337
1034,358,472,62.681,38.092,0,0.252,1.727,4.188,12.167,39.603,5.896
1035,359,465,86.906,17.694,0,0.220,1.245,2.073,4.000,8.830,11.054
1036,359,467,85.264,2.882,0,0.274,1.552,3.247,8.100,23.218,37.313
1037,360,465,87.313,36.821,0,0.299,1.598,3.280,7.682,19.953,31.661
1038,360,466,81.129,37.244,0,0.194,1.499,3.330,9.140,28.781,59.179
1039,361,465,5.540,80.290,0,0.239,1.560,3.590,10.184,32.972,41.724
1040,361,467,3.368,88.395,0,0.239,1.411,2.601,5.548,13.381,8.419
